Район,Подразделение,Кому подчиняется,ID,Адрес,Тлф1,Тлф2,Тлф3,"Должность, звание",ФИО,Тел. начальника,График приема,Дата последней инспекции,Подать заявление через электронную приёмную,Горячая линия МВД по СПб И ЛО,Новости,Фото здания,Отчёты о работе руководителя подразделения,Комментарий,Скрытые комментарии,Цифра,Иконка
Петродворцовый,46 отделение полиции,ОМВД России по Петродворцовому району СПб,46,"198515, Санкт-Петербург, п. Стрельна, Фронтовая ул., 8-А",(812) 573-53-10,-,-,подполковник полиции,Ботвин Владимир Владимирович,(812) 573-53-20,Пн. 17.00-18.00,24.06.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Двух активистов ЛДПР задержали и везут в 46 оп - март 2012: http://www.fontanka.ru/2012/03/28/107/ ;
2) Задержан участковый 75-го оп Д.Иванов, лейтенант полиции, он признался, что в 46-м оп жестоко избил подростка - январь 2012: http://www.timesru.com/russia/2012/1/23/170417/1 ;",NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,"police_station.png
"
Петродворцовый,85 отдел полиции,ОМВД России по Петродворцовому району СПб,85,"198412, Санкт-Петербург, г. Ломоносов, Швейцарская ул., 17",(812) 573-53-02,-,-,"ВРИО, майор полиции",Магеррамов Байрам Раваимович,(812) 573-53-04,Пн.-пт. 9.00-18.00,24.06.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Участковый задержал мужчину с амфетамином - октябрь 2016: https://78.мвд.рф/news/item/8708088/  ; 
2) Полицией задержан злоумышленник, похищавший вещи из камер хранения магазинов - сентябрь 2016: https://78.мвд.рф/news/item/8572563/ ;
3) Петербургский оперуполномоченный спас тюлененка - апрель 2016: http://informvest.net/society/v-lomonosove-mestnyj-uchastkovyj-spas-so-ldiny-umirayushhego-tyulenya.html ; 
4) В Петродворце трех полицейских подозревают в попытках «кошмарить» фирму - февраль 2016: http://www.fontanka.ru/2016/02/03/112/  ;
5) В Петродворцовом районе выбрали лучшего участкового - сентябрь 2015: http://www.pd-news.ru/news/2015-09-18/v-petrodvortsovom-rayone-vybrali-luchshego-uchastkovogo/ ;",OP_85_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Приморский,25 отдел полиции,УМВД России по Приморскому району СПб,25,"197374, Санкт-Петербург, ул. Беговая, 9-1",-,(812) 344-08-00,-,полковник,Смирнов Андрей Михайлович,(812) 344-08-00,Пн. 17.00-20.00,26.06.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Задержали мужчину, воровавшего металлические ограды с могил - март 2014: http://www.gazeta.spb.ru/1598377-0/ ;
2) За три месяца «обчищено» 16 домов - декабрь 2012: http://www.spb.aif.ru/society/685242 ;",NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Приморский,34 отдел полиции,УМВД России по Приморскому району СПб,34,"197343, Санкт-Петербург, ул. Омская, 3",(812) 573-60-28,-,-,майор полиции,Назаров Кирилл Борисович,(812) 573-60-28,Пн. 16.00-18.00,26.06.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Мужчина выстрелил из травматики в собутыльника - апрель 2014: http://www.gazeta.spb.ru/1613088-0/ ;
2) Мужчина угнал такси, но был заблокирован внутри автомобиля, где его и нашли полицейские - декабрь 2013: http://www.gazeta.spb.ru/1530913-0/ ;
3) Мужчина позвонил в полицию, заявив, что жизни губернатора угрожает опасность - сентябрь 2013: http://www.rosbalt.ru/piter/2013/09/30/1181666.html ;
4) В оп не были доставлены документы, разрешающие вырубку деревьев в Удельном парке - ноябрь 2011: 
https://regnum.ru/news/ecology/1463235.html ;
",OP_34_ph1_nogood.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Приморский,35 отдел полиции,УМВД России по Приморскому району СПб,35,"197348, Санкт-Петербург, ул. Генерала Хрулева, 15",(812) 573-59-72,-,-,полковник полиции,Яванский Николай Николаевич,(812) 573-59-76,Пн. 17.00-19.00,-,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Сержанту 35 отделения полиции предъявлено обвинение в незаконном обороте наркотиков - апрель 2016: http://rweek.ru/2016/04/07/serzhantu-policii-predyavleno-obvinenie-v-nezakonnom-oborote-narkotikov/ ;
2) Мошенник, представившийся ""следователем 35 оп"" задержан за вымогательство откупных при ДТП - декабрь 2015: http://argumenti.ru/crime/2015/12/427906 ;
3) Девушку завербованную ИГИЛ, ищут в Петербурге, отец разыскиваемой подал заявление в 35 оп - декабрь 2015: http://rostovdrive.ru/24-letnyuyu-peterburzhenku-stomatologa-zaverboval-igil/ ;
4) Два петербуржца предстанут перед судом по обвинению в драке с полицейскими - август 2015: http://topdialog.ru/2015/08/28/dva-peterburzhca-predstanut-pered-sudom-po-obvineniyu-v-drake-s-policejskimi/ ;
5) Сотрудники 35 оп выбивая показания из жителя Карелии, отбили ему почку - май 2014: http://rk-press.ru/a/8616 ;",OP_35_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,"police_station.png
"
Приморский,44 отдел полиции,УМВД России по Приморскому району СПб,44,"197371, Санкт-Петербург, пр. Королева, 36/8",(812) 573-59-90,-,-,"Начальник ОП, полковник полиции",Панкевич Алексей Константинович,(812) 347-27-51,Пн. 17.00-20.00,-,https://78.мвд.рф/request_main,(812) 573-21-81,"1) В городском суде Петербурга начались слушания по делу лже-спецназовцев - сентябрь 2016: http://crimerussia.ru/organizedcrime/v-gorodskom-sude-peterburga-nachalis-slushaniya-po-delu-falshivykh-spetsnazovtsev/ ;
2) ""Парковка хорошо, а со стрелком лучше"" - февраль 2016: http://www.fontanka.ru/2016/02/08/026/ ;
3) В больнице Петербурга от травм умер задержанный полицией мужчина, в 44 оп ведет проверку следственный комитет - январь 2016: http://rus.ozodi.org/a/27515960.html ;
4) Сотрудники 44 оп бегали за угонщиками в течение нескольких минут, задержав 34-летнего жителя Великого Новгорода - декабрь 2015: http://www.fontanka.ru/2015/12/17/028/ ;
5) Отчаянный побег из 44 полицейского участка - сентябрь 2015: http://vz.ua/news/44455-otchayannyy-pobeg-iz-politseyskogo-uchastka ;",OP_44_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Приморский,53 отдел полиции,УМВД России по Приморскому району СПб,53,"197373, Санкт-Петербург, ул. Ильюшина, 18-А",-,(812) 348-48-02,-,полковник полиции, Ерёмин Евгений Дмитриевич,(812) 348-48-01,Пн. 17.00-20.00,26.06.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) В перестрелке пострадал один человек, полиция задержала участников - август 2016: http://www.dp.ru/a/2016/08/07/V_Peterburge_v_perestrelk/ ;
2) Пенсионерку месяц держали в заложниках из-за квартиры - июль 2015: http://nation-news.ru/130461-peterburgskuyu-pensionerku-mesyats-derzhali-v-zalozhnikah-iz-za-kvartiryi ;
3) ФСБ задержала в Петербурге замначальника полиции - февраль 2015: http://www.specletter.com/news/2015-02-12/82664.html ;
4) Активиста ""Русской пробежки"" задержали полицейские - август 2013: http://www.rosbalt.ru/piter/2013/08/07/1161835.html ;
5) В 53 отделении полиции скончался 31-летний мужчина, задержанный за мелкое хулиганство - май 2013: http://topspb.tv/news/news19277/ ;
6) Активистки общероссийской партии ""Воля"" провели шествие и митинг ""против полицейского произвола"" - февраль 2013: https://regnum.ru/news/polit/1626087.html ;
7) Александра Расторгуева отправили назад в 78-е отделение из-за неправильно оформленных документов - март 2012: http://www.rosbalt.ru/piter/2012/03/26/961599.html ;
",OP_53_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Приморский,86 отдел полиции,УМВД России по Приморскому району СПб,86,"197349, Санкт-Петербург, ул. Маршала Новикова, 4-3",(812) 573-60-00,-,-,подполковник,Чернышев Геннадий Геннадьевич,(812) 573-60-07,Пн. 17.00-20.00,-,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Задержан «вор в законе» Зура Кахетинец, его доставили в 86 оп - январь 2016: http://www.fontanka.ru/2016/01/19/041/ ;
2) Полицейский 86 оп получил 14 лет колонии строгого режима - декабрь 2015: https://nevnov.ru/432886-policejskij-sankt-peterburga-poluchil-14-let-kolonii-strogogo-rezhima ;
3) Сотрудник «Ленты» ""пошутил"" о готовящемся в метро теракте, проверку проводили сотрудники 86 оп - ноябрь 2015: https://life.ru/t/life78/172542?from=lifenews78.ru ;
4) Сотрудников 86 оп, которые в День участкового вели профилактическую беседу с проституткой, заподозрили в изнасиловании - ноябрь 2015: http://www.newsru.com/crime/19nov2015/2polrapeputaspb.html ;
5) Полицейские со стрельбой задерживали угонщика, нарушителя задержали и доставили в 86 оп - май 2015: http://saint-petersburg.ru/m/society/avanov/336785/ ;",NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Пушкинский,Дежурная часть ОМВД по Пушкинскому району,ОМВД России по Пушкинскому району СПб,ДП,"196600, Санкт-Петербург, г. Пушкин, ул. Пушкинская, 36",(812) 573-18-90,(812) 470-02-02,-,майор полиции,Матвейчук Владимир Георгиевич,(812) 573-18-90,Пн.-пт. 9.00-18.00,21.06.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) За прошедшую неделю в дежурную часть ОМВД по Пушкинскому району поступило 566 сообщений граждан, по 20 из них возбуждены уголовные дела, 9 преступлений - раскрыто - ноябрь 2016: http://www.pushkin-news.ru/news/2016-11-21/v-shusharakh-zafiksirovano-2-razboynykh-napadeniya/ ;
2) Сотрудники ДПС Пушкинского ОГИБДД задержали в Славянке преступника - ноябрь2016: http://www.pushkin-news.ru/news/2016-11-18/sotrudniki-dps-pushkinskogo-ogibdd-zaderzhali-v-slavyanke-prestupnika/ ;
3) В Пушкинском районе активно промышляют мошенники, просьба сообщать опроишествиях в дежурную часть - октябрь 2016: http://www.gorodpushkin.ru/news/1400363 ;
4) В Шушарах неизвестные ограбили сейф и избили сторожа - сентябрь 2016: http://www.gorodpushkin.ru/news/1380659 ;
5) В Пушкинском районе задержан педофил - август 2015: http://piterets.ru/proishestviya/11472-v-pushkinskom-rayone-zaderzhan-pedofil.html ;",DC_pushk_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,"police_station.png
"
Фрунзенский,5 отдел полиции,УМВД России по Фрунзенскому району СПб,5,"192007, Санкт-Петербург, наб.Обводного канала, 48",(812) 766-11-02,-,-,подполковник полиции,Турчин Андрей Павлович,(812) 573-79-99,Ср. 18.00-20.00,2014,https://78.мвд.рф/request_main,(812) 573-21-81,1) Главу украинской неканонической церкви оштрафовали по «закону Яровой»(изначально его доставили в 5 оп) - август 2016: https://meduza.io/news/2016/08/29/v-peterburge-glavu-ukrainskoy-nekanonicheskoy-tserkvi-privlekli-po-zakonu-yarovoy ;,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Фрунзенский,7 отдел полиции,УМВД России по Фрунзенскому району СПб,7,"192283, Санкт-Петербург, ул. Малая Балканская, 48",(812) 776-72-02,-,-,полковник полиции,Бобров Алексей Михайлович,(812) 573-70-47,Ср. 18.00-20.00,2014,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Полицейский автомобиль насмерть сбил пенсионерку. Сотрудник 7 оп находясь за рулём служебного автомобиля УАЗ сбил женщину - июнь 2015: http://spb.adlr.ru/articles/news_spb.php?id=63382 ;
2) Экипаж спецроты ДТП задержал угонщика за 20 минут. Злоумышленник был доставлен в 7 отделение полиции для дальнейшего разбирательства - август 2014: http://ianews.ru/articles/52926/ ;
3) Петербургская полиция ответит за задержание матери-одиночки. Прокуратура Петербурга требует открыть уголовно-процессуальные производства против работников 7 оп, которые на протяжении нескольких часов держали в камере маму-одиночку, и таким образом, оставили в опасности ее троих детей - апрель 2014: http://www.vladtime.ru/kriminalnie_novosti/365853-peterburgskaya-policiya-otvetit-za-zaderzhanie-materi-odinochki.html ;
",OP_07_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Фрунзенский,12 отдел полиции,УМВД России по Фрунзенскому району СПб,12,"192241, Санкт-Петербург, ул. Пражская, 35",(812) 360-40-02,-,-,полковник полиции,Павловец Андрей Валерьевич,(812) 573-63-64,Ср. 18.00-20.00,2014,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Вор вскрыл банкомат в торговом комплексе, его доставили в 12 оп - май 2014: http://www.rosbalt.ru/piter/2014/05/30/1274963.html ;
",NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Фрунзенский,14 отдел полиции,УМВД России по Фрунзенскому району СПб,14,"192281, Санкт-Петербург, ул. Купчинская, 10-1",(812) 776-41-02,-,-,полковник полиции,Зеленков Федор Иванович,(812) 573-70-40,Ср. 17.00-20.00,08.16,https://78.мвд.рф/request_main,(812) 573-21-81,- ,OP_14_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,"police_station.png
"
Фрунзенский,27 отдел полиции,УМВД России по Фрунзенскому району СПб,27,"192071, Санкт-Петербург, ул. Будапештская, 44-2",(812) 360-04-02,-,-,"Начальник ОП, полковник полиции",Поляков Виктор Сергеевич,(812) 360-04-02,Ср. 17.00-19.00,08.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Сотрудники 27 оп задержали двух активистов движения ""Солидарность"" - сентябрь 2015: http://rus.ozodi.org/a/27268165.html ;
2) Задержанному на вчерашнем митинге в поддержку Алексея Навального дизайнеру газеты ""Деловой Петербург"" Андрею Фатееву грозит обвинение в организации несогласованного митинга, из 76 оп его перевезли в 27 отдел - июль 2013: https://lenizdat.ru/articles/1113422/ ;
3) После аварии с участием школьного экскурсионного автобуса во Фрунзенском районе Петербурга, в больнице остаются водитель и один ребенок. Остальные  дети отправлены домой. Чтобы не осматривать пострадавших на улице, группа в сопровождении врачей переместились в 27 отделение полиции, расположенное вблизи места происшествия - ноябрь 2011: http://saint-petersburg.ru/m/accidents/old/306654/ ;
4) Очередная ""Стратегия-31"": скучно было не всем. Бывшему политзаключенному, главе организации заключенных России, активисту ""Другой России"" обещают 318 статью УКРФ и уже везут в 27 отделение полиции - июнь 2011: http://saint-petersburg.ru/m/politics/old/302549/ ;
",OP_27_ph1.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Центральный,28 отдел полиции,УМВД России по Центральному району СПб,28,"191011, Санкт-Петербург, ул. Марата, 79",(812) 573-50-58,-,-,майор полиции ,Шабанов Алексей Михайлович ,(812) 573-50-59,Пн. 17.00-19.00,22.07.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Участковый 28 оп задержал неработающего гражданина, подозреваемого в незаконном хранении наркотиков и использовании заведомо подложного документа - октябрь 2016: https://78.мвд.рф/news/item/8825643/ ;
2) Женщина вынесла из магазина одежды 42 вещи, ее задержал участковый 28 оп - октябрь 2016: http://www.dglo.ru/news/2016-10-04/42-letnyaya-peterburzhenka-vynesla-iz-magazina-odezhdy-42-veshchi/ ;
3) Сотрудники 28 оп задержали злоумышленника, который похитил несколько сотовых телефонов - сентябрь 2016: http://www.news-centre.ru/news/2016-09-20/zaderzhan-podozrevaemyy-v-krazhe-iz-ofisa-yuridicheskoy-firmy-na-ligovskom-prospekte/ ;
4) Состоялось выездное заседание Координационного совета по вопросам семьи и детства и Межведомственной группы по координации деятельности и оперативного решения возникающих вопросов по предупреждению социального сиротства и оказанию своевременной помощи семьям, оказавшимся в трудной жизненной ситуации; в нем принял участие инспектор по делам несовершеннолетних 28 оп - сентябрь 2016: http://www.news-centre.ru/news/2016-09-28/v-prioritete---mery-sotsialnoy-podderzhki-semey/#ad-image-0 ;
5) Сотрудники 28 оп задержали женщину, которая в ходе ссоры ударила ножом своего мужа - сентябрь 2016: http://www.news-centre.ru/news/2016-09-12/grazhdanka-zaderzhana-za-ranenie-supruga/ ",OP_28_ph1.JPG,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Центральный,76 отдел полиции,УМВД России по Центральному району СПб,76,"191024, Санкт-Петербург, ул. Мытнинская, 3",(812) 573-49-10,-,-,подполковник полиции ,Данилов Сергей Евгеньевич,(812) 573-49-10,"Вт, пт 15.00-19.00",21.07.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Раскрыта кража брендовой сумки из бутика на Невском проспекте, участковый 76 оп за совершение данного преступления задержал гражданина - октябрь 2016: http://www.news-centre.ru/news/2016-10-13/raskryta-krazha-brendovoy-sumki-iz-butika-na-nevskom-prospektk/ ;
2) Председателя и бухгалтера правозащитной организации «Гражданский контроль» вызвали в 76 оп - октябрь 2016: http://www.rosbalt.ru/piter/2016/10/12/1558064.html ;
3) Активистов, собиравшихся катить бочку на Смольный, задержала полиция 76 отдела - сентябрь 2016: http://www.rosbalt.ru/piter/2016/09/13/1549819.html ;
4) «Лимоновцы» забросали краской консульство Украины в Петербурге, после атаки на консульство Тишина и еще одного активиста доставили в 76 оп - сентябрь 2016: https://regnum.ru/news/society/2181971.html ;
5) Совершено нападение на главу юридической конторы Гессена, адвокат написал заявление о случившемся в 76 оп - июль 2016: http://www.dp.ru/a/2016/07/14/V_Peterburge_napali_na_ad/ ;


",OP_76_ph1_gsw.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Центральный,78 отдел полиции,УМВД России по Центральному району СПб,78,"191014, Санкт-Петербург, ул. Чехова, 15",(812) 573-51-00,-,-,подполковник полиции,Кубанцев Вадим Юрьевич,(812) 573-51-07,"Вт. 10.00-12.00, пт. 16.00-19.00",22.07.16,https://78.мвд.рф/request_main,(812) 573-21-81,"1) Деятельность притона для занятий проституцией пресекла полиция 78 отделения  - октябрь 2016: http://www.metronews.ru/novosti/na-naberezhnoj-reki-fontanki-v-peterburge-zakryli-bordel/Tpopjz---RKTg97mA7yarokk5_J3fQQ/ ; 
2) Полицией 78 отделения задержан гражданин, подозреваемый в попытке сбыта наркотиков - сентябрь 2016: https://78.мвд.рф/news/item/8621932/ ;
3) Кандидат в ЗакС Семенов пожаловался в 78 оп на членов УИК № 2190 - сентябрь 2016: https://www.zaks.ru/new/archive/view/159351 ;
4) Доску Маннергейму в Петербурге забросал краской активист «Другой России», он находится в 78 оп - сентябрь 2016: http://www.rosbalt.ru/piter/2016/09/08/1548598.html ;
5) На акции памяти трагедии в Беслане задержали активистку, задержанную отвезли в 78 оп - сентябрь 2016: http://www.fontanka.ru/2016/09/03/093/ ;
6) Начальнику 78 оп предстоит разобраться с жалобами на кафе «Форест» на набережной Фонтанки - июль 2016: http://businessfm.spb.ru/novosti/peterburzhcy-trebujut-tishiny ;",OP_78_ph2.JPG,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Метрополитен,1 отдел полиции Управления полиции на Петербургском метрополитене,Управление полиции на Петербургском метрополитене,М1,"196158, Санкт-Петербург, Московское шоссе, 48",(812) 726-54-85,-,-,подполковник полиции,Бадзгарадзе Давид Вячеславович,-,-,-,https://78.мвд.рф/request_main,(812) 573-21-81,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,police_station.png
Метрополитен,2 отдел полиции  Управления полиции на Петербургском метрополитене,Управление полиции на Петербургском метрополитене,М2,"191036, Санкт-Петербург, ул. 1-я Советская, 8",(812) 717-16-19,-,-,полковник полиции,Трошев Евгений Викторович,-,-,-,https://78.мвд.рф/request_main,(812) 573-21-81,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,"police_station.png
"
Метрополитен,3 отдел полиции  Управления полиции на Петербургском метрополитене,Управление полиции на Петербургском метрополитене,М3,"199155, Санкт-Петербург, ул. Одоевского, 29",(812) 301-98-16,-,-,подполковник полиции,Отмахов Михаил Анатольевич,-,-,-,https://78.мвд.рф/request_main,(812) 573-21-81,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,"Обслуживает станции:

2 линия: Парнас, Проспект Просвещения, Озерки, Удельная, Пионерская, Чёрная речка, Петроградская, Горьковская, Невский проспект

3 линия: Приморская, Василеостровская, Гостиный двор, Площадь Александра Невского

4 линия: Площадь Александра Невского, Новочеркасская, Лиговский проспект

5 линия: Комендантский проспект, Старая деревня, Крестовский остров, Чкаловская, Спортивная, Спортивная-2, Адмиралтейская",,,police_station.png
Полиция на транспорте,Дежурная часть Санкт-Петербургского линейного управления МВД России на транспорте,Санкт-Петербургское линейное управление МВД России на транспорте,ДМ,"Санкт-Петербург, Невский пр., 85 (Московский вокзал)",(812) 717-55-75,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,"train_police.png
"
Полиция на транспорте,Линейный пункт полиции на ж/д станции Рыбацкое,Санкт-Петербургское линейное управление МВД России на транспорте,ЛП1,Ж/д станция Рыбацкое,-,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Дежурная часть Санкт-Петербург-Витебского линейного отдела МВД России на транспорте,Санкт-Петербург-Витебский линейный отдел МВД России на транспорте,ДВ,"Санкт-Петербург, Загородный пр., 52 (Витебский вокзал)",(812) 457-55-17,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Линейный пункт полиции на ж/д станции Шушары,Санкт-Петербург-Витебский линейный отдел МВД России на транспорте,ЛП2,Ж/д станция Шушары,-,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Линейный пункт полиции на ж/д станции Царское село,Санкт-Петербург-Витебский линейный отдел МВД России на транспорте,ЛП3,Ж/д станция Царское село,(812) 466-57-42,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Дежурная часть Санкт-Петербург-Балтийского линейного отдела МВД России на транспорте,Санкт-Петербург-Балтийский линейный отдел МВД России на транспорте,ДБ,"Санкт-Петербург, наб. Обводного канала, 120 (Балтийский вокзал)",(812) 457-21-55,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Линейный пункт полиции на ж/д станции Ораниенбаум,Санкт-Петербург-Балтийский линейный отдел МВД России на транспорте,ЛП4,Ж/д станция Ораниенбаум,(812) 436-36-98,-,-,"Начальник ЛПП, подполковник полиции",Горюнов Евгений Владимирович,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Дежурная часть Санкт-Петербург-Финляндского линейного отдела МВД России на транспорте,Санкт-Петербург-Финляндский линейный отдел МВД России на транспорте,ДФ,"Санкт-Петербург, ул. Боткинская, 1 лит. Б (Финляндский вокзал)",(812) 542-21-46,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Линейный пункт полиции на ж/д станции Удельная,Санкт-Петербург-Финляндский линейный отдел МВД России на транспорте,ЛП5,Ж/д станция Удельная,(812) 457-74-23,-,-,"Начальник ЛПП, капитан полиции",Афанасьев Юрий Александрович,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Линейный пункт полиции на ж/д станции Зеленогорск,Санкт-Петербург-Финляндский линейный отдел МВД России на транспорте,ЛП6,Ж/д станция Зеленогорск,-,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Дежурная часть линейного отдела полиции на станции Санкт-Петербург-Ладожский,Линейный отдел полиции на станции Санкт-Петербург-Ладожский,ДЛ,"Санкт-Петербург, Заневский пр., 73 (Ладожский вокзал)",(812) 436-53-50,-,-,-,-,-,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,train_police.png
Полиция на транспорте,Линейный отдел МВД России в аэропорту Пулково,Линейный отдел МВД России в аэропорту Пулково,ЛТП,"Санкт-Петербург, Пулковское ш., д. 41, лит. 3А (центральный пассажирский терминал ""Пулково"")",(812) 600-26-11,-,-,"Начальник ЛО, майор полиции",Логинов Владимир Анатольевич,(812) 331-47-08,-,-,https://сзфоут.мвд.рф/request_main,(800) 200-16-02,-,NO_PHOTO.jpg,отчёт о работе за 2016 год не опубликован,-,,,airport.png